"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)";"Absolute (rad/s)"
3,061389875E0;1,273464799E0;-6,558869034E-2;-2,745447159E-1;1,304373134E0
3,071455875E0;1,300693750E0;-4,294569045E-2;-3,135163486E-1;1,338634030E0
3,081522875E0;1,344456315E0;4,929108918E-2;-3,400192857E-1;1,387661886E0
3,091589875E0;1,408275247E0;2,703358829E-1;-3,369076550E-1;1,473033410E0
3,101656875E0;1,493229628E0;5,304099321E-1;-2,706394494E-1;1,607580520E0
3,111723875E0;1,586624265E0;6,871116161E-1;-1,352515370E-1;1,734298679E0
3,121790875E0;1,677250624E0;7,182803154E-1;4,254679009E-2;1,825077120E0
3,131856875E0;1,732489824E0;6,655955315E-1;2,376417071E-1;1,871099138E0
3,141923875E0;1,754185796E0;5,221316218E-1;4,142525792E-1;1,876537886E0
3,151990875E0;1,719949245E0;3,102700114E-1;5,417149067E-1;1,829739852E0
3,162057875E0;1,644068599E0;1,063622683E-1;5,830709934E-1;1,747640201E0
3,172124875E0;1,553608775E0;-1,026663110E-1;5,338547230E-1;1,645977358E0
3,182191875E0;1,486831665E0;-2,193594426E-1;4,398252368E-1;1,565960793E0
3,192257875E0;1,476251960E0;-2,837762535E-1;3,401287198E-1;1,541277508E0
3,202324875E0;1,533601999E0;-3,072367609E-1;2,220694721E-1;1,579760858E0
3,212391875E0;1,607564926E0;-2,934895456E-1;1,118745357E-1;1,637961238E0
3,222458875E0;1,652898312E0;-2,255107313E-1;8,040209860E-2;1,670147423E0
3,232525875E0;1,646206141E0;-1,707723886E-1;1,163414568E-1;1,659124227E0
3,242592875E0;1,595198512E0;-2,191134095E-1;1,588795185E-1;1,617996193E0
3,252658875E0;1,488659859E0;-4,276631474E-1;1,408978552E-1;1,555267227E0
3,262725875E0;1,372161865E0;-7,214463353E-1;8,209351450E-2;1,552434328E0
3,272792875E0;1,264472127E0;-1,023653507E0;2,087728865E-2;1,627019399E0
3,282859875E0;1,174954653E0;-1,213645220E0;-2,644840628E-2;1,689423770E0
3,292926875E0;1,123675942E0;-1,289077044E0;-2,091569081E-2;1,710206044E0
3,302993875E0;1,123497725E0;-1,270691276E0;1,775504649E-2;1,696236628E0
3,313059875E0;1,168759942E0;-1,149207711E0;7,198445499E-2;1,640688858E0
3,323126875E0;1,216911077E0;-8,851431012E-1;1,098894551E-1;1,508783143E0
3,333193875E0;1,235114813E0;-4,497111738E-1;1,387932748E-1;1,321745934E0
3,343260875E0;1,241506100E0;-2,419557609E-2;1,863317639E-1;1,255644196E0
3,353327875E0;1,230445027E0;3,122247756E-1;2,267564237E-1;1,289533928E0
3,363394875E0;1,205139875E0;5,841041207E-1;2,195446789E-1;1,357107074E0
3,373460875E0;1,192439795E0;8,369116187E-1;1,604193002E-1;1,465628900E0
3,383527875E0;1,212289691E0;1,071685791E0;5,453282595E-2;1,618990599E0
3,393594875E0;1,269522667E0;1,303865194E0;-6,011918932E-2;1,820814808E0
3,403661875E0;1,373517632E0;1,465643644E0;-1,645926535E-1;2,015379051E0
3,413728875E0;1,485491872E0;1,502993941E0;-2,424826622E-1;2,127081270E0
3,423794875E0;1,590895772E0;1,425578356E0;-2,733573914E-1;2,153589392E0
3,433861875E0;1,657716036E0;1,268746972E0;-2,667141259E-1;2,104489905E0
3,443928875E0;1,674835443E0;1,028854847E0;-2,576605976E-1;1,982424032E0
3,453995875E0;1,660079479E0;7,826753855E-1;-2,632907927E-1;1,854121538E0
3,464062875E0;1,633292198E0;5,066865087E-1;-2,726848125E-1;1,731684622E0
3,474129875E0;1,618327618E0;2,792347074E-1;-3,029305935E-1;1,669947078E0
3,484195875E0;1,620851994E0;9,846822172E-2;-3,546239436E-1;1,662111704E0
3,494262875E0;1,631582141E0;-3,327861801E-2;-4,233332276E-1;1,685935577E0
3,504329875E0;1,603560328E0;-1,122571528E-1;-4,513332844E-1;1,669643414E0
3,514396875E0;1,512948155E0;-1,363867372E-1;-4,054906964E-1;1,572271022E0
3,524463875E0;1,365238786E0;-1,715098917E-1;-3,159376681E-1;1,411775193E0
3,534530875E0;1,185845852E0;-1,842411309E-1;-2,194470763E-1;1,219972212E0
3,544596875E0;1,002327442E0;-1,842569262E-1;-1,451812536E-1;1,029411731E0
3,554663875E0;8,524202704E-1;-1,869214177E-1;-1,145378575E-1;8,801584259E-1
3,564730875E0;7,515876889E-1;-2,005190104E-1;-1,270408183E-1;7,881822741E-1
3,574797875E0;7,150709629E-1;-2,213143110E-1;-1,659557223E-1;7,667123372E-1
3,584864875E0;7,108374834E-1;-1,918899417E-1;-1,682085991E-1;7,552521502E-1
3,594930875E0;7,319339514E-1;-1,601535827E-1;-1,303259283E-1;7,605007080E-1
3,604997875E0;7,526171207E-1;-1,000706330E-1;-7,975131273E-2;7,634179287E-1
3,615064875E0;7,696651220E-1;-4,804035183E-3;-1,779447123E-2;7,698857851E-1
3,625131875E0;7,894055247E-1;1,056226715E-1;4,473046958E-2;7,976954595E-1
3,635198875E0;8,312597275E-1;1,788468212E-1;9,192247689E-2;8,552360269E-1
3,645265875E0;8,874869347E-1;2,305834144E-1;1,189818382E-1;9,246396314E-1
3,655331875E0;9,393107295E-1;2,958308458E-1;1,341724992E-1;9,938927485E-1
3,665398875E0;1,010581255E0;4,081081450E-1;1,488495320E-1;1,099992234E0
3,675465875E0;1,093167543E0;5,164311528E-1;1,622329801E-1;1,219850791E0
3,685532875E0;1,182085872E0;5,842338204E-1;1,917356849E-1;1,332448400E0
3,695599875E0;1,251074791E0;6,139270067E-1;2,415783405E-1;1,414374277E0
3,705666875E0;1,276248932E0;6,271471977E-1;2,913585007E-1;1,451555965E0
3,715732875E0;1,262416959E0;6,261301637E-1;3,259247243E-1;1,446361810E0
3,725799875E0;1,213786006E0;6,516638994E-1;3,224188089E-1;1,414883810E0
3,735866875E0;1,139334917E0;6,436840296E-1;2,908185124E-1;1,340518031E0
3,745933875E0;1,057710171E0;5,633201003E-1;2,601942718E-1;1,226287650E0
3,756000875E0;9,669651389E-1;4,279734790E-1;2,649999559E-1;1,090141209E0
3,766067875E0;8,781498075E-1;2,839963734E-1;3,122695386E-1;9,743270956E-1
3,776133875E0;7,896382809E-1;1,427138150E-1;3,848052621E-1;8,899274899E-1
3,786201125E0;7,280324697E-1;3,967318311E-2;4,568229914E-1;8,604025127E-1
3,796268125E0;6,997236013E-1;-4,516118672E-3;4,926968515E-1;8,557941932E-1
3,806335125E0;7,011271715E-1;-1,506662741E-2;4,883367717E-1;8,545636995E-1
3,816402125E0;7,192960382E-1;1,618157141E-2;4,631387591E-1;8,556553886E-1
3,826469125E0;7,473441958E-1;3,552597389E-2;4,273506701E-1;8,616345148E-1
3,836535125E0;7,756834030E-1;5,270043388E-2;3,905604184E-1;8,700571923E-1
3,846602125E0;8,015265465E-1;4,802761227E-2;3,540556133E-1;8,775573107E-1
3,856669125E0;8,245255947E-1;-2,159656957E-3;3,303809166E-1;8,882559713E-1
3,866736125E0;8,600835204E-1;-7,114847749E-2;3,126768768E-1;9,179175329E-1
3,876803125E0;8,934323788E-1;-1,153122112E-1;2,879986763E-1;9,457597787E-1
3,886869125E0;9,327046275E-1;-1,515225470E-1;2,603142560E-1;9,801329075E-1
3,896936125E0;9,789365530E-1;-1,874810755E-1;2,350102216E-1;1,024058462E0
3,907003125E0;1,027270317E0;-1,721929908E-1;2,088968158E-1;1,062342981E0
3,917070125E0;1,079112768E0;-1,390179992E-1;1,538277119E-1;1,098850916E0
3,927137125E0;1,136506915E0;-1,138721332E-1;8,195213974E-2;1,145133610E0
3,937204125E0;1,192170739E0;-1,092454270E-1;2,546531847E-3;1,197168376E0
3,947270125E0;1,240583777E0;-1,140976399E-1;-7,174058259E-2;1,247883445E0
3,957337125E0;1,284407377E0;-1,044143811E-1;-1,156241596E-1;1,293821325E0
3,967404125E0;1,319551945E0;-6,035438180E-2;-1,137175336E-1;1,325817357E0
3,977471125E0;1,355544806E0;-6,903138943E-3;-8,268105984E-2;1,358081563E0
3,987538125E0;1,396882296E0;-3,122168127E-4;-4,979427531E-2;1,397769550E0
3,997605125E0;1,430808783E0;-3,865454718E-2;5,750476383E-3;1,431342382E0
4,007671125E0;1,458169103E0;-6,290053576E-2;4,471192881E-2;1,460209836E0
4,017738125E0;1,471706033E0;-7,226287574E-2;4,549036920E-2;1,474181110E0
4,027805125E0;1,468285084E0;-5,442991853E-2;2,746522892E-3;1,469296174E0
4,037872125E0;1,466257811E0;-2,523848042E-2;-6,229239702E-2;1,467797428E0
4,047939125E0;1,462470531E0;-2,313670330E-2;-1,483740509E-1;1,470159931E0
4,058006125E0;1,451434016E0;-5,553805456E-2;-2,199781984E-1;1,469059422E0
4,068072125E0;1,416745543E0;-9,366566688E-2;-2,266986370E-1;1,437822473E0
4,078139125E0;1,360569119E0;-1,308625638E-1;-1,536087096E-1;1,375452280E0
4,088206125E0;1,282976985E0;-1,762033105E-1;-2,546501905E-2;1,295270635E0
4,098273125E0;1,199261665E0;-2,156734914E-1;9,500067681E-2;1,222198317E0
4,108340125E0;1,116357088E0;-2,385174632E-1;1,334789693E-1;1,149330398E0
4,118407125E0;1,054353118E0;-2,510606945E-1;9,311450273E-2;1,087824563E0
4,128473125E0;1,015100598E0;-2,274332941E-1;3,566470463E-3;1,040272968E0
4,138540125E0;9,971975684E-1;-1,653675139E-1;-8,309784532E-2;1,014226137E0
4,148607125E0;9,882752895E-1;-5,384754762E-2;-1,472354382E-1;1,000632740E0
4,158674125E0;9,723469019E-1;6,442769617E-2;-1,650400013E-1;9,883560227E-1
4,168741125E0;9,584510326E-1;1,342212856E-1;-1,330729276E-1;9,769094838E-1
4,178807125E0;9,501417279E-1;1,740970612E-1;-7,629380375E-2;9,689684383E-1
4,188874125E0;9,489536285E-1;2,079127878E-1;-1,838879101E-2;9,716372081E-1
4,198941125E0;9,518077374E-1;2,173126936E-1;2,470221929E-2;9,766130121E-1
4,209008125E0;9,596626759E-1;1,876038760E-1;1,780675724E-2;9,779901566E-1
4,219075125E0;9,778347015E-1;1,058174148E-1;-3,530493006E-2;9,841770506E-1
4,229142125E0;9,942257404E-1;2,027024515E-2;-1,042031050E-1;9,998769889E-1
4,239208125E0;1,009793878E0;-5,471025780E-2;-1,445300132E-1;1,021550690E0
4,249275125E0;9,995539784E-1;-6,246618554E-2;-1,386195123E-1;1,011051705E0
4,259342125E0;9,923642874E-1;-5,158397555E-2;-1,412688345E-1;1,003695506E0
4,269409125E0;9,897456169E-1;-1,626785472E-2;-1,140592471E-1;9,964288942E-1
4,279476125E0;9,927720428E-1;-9,274127893E-3;-6,297209114E-2;9,948104456E-1
4,289543125E0;9,978729486E-1;-3,481910750E-2;-1,715088729E-4;9,984802558E-1
4,299609125E0;1,003515244E0;-8,606045693E-2;5,820551142E-2;1,008879144E0
4,309676125E0;1,002056599E0;-1,450444907E-1;9,903134406E-2;1,017331086E0
4,319743125E0;1,003606915E0;-2,347959429E-1;1,177312583E-1;1,037408610E0
4,329810125E0;9,965063930E-1;-3,561819196E-1;9,022076428E-2;1,062087726E0
4,339877125E0;9,733281136E-1;-4,779158235E-1;4,567167908E-2;1,085291230E0
4,349944125E0;9,327903390E-1;-5,597832799E-1;3,294678032E-2;1,088366036E0
4,360010125E0;8,852502704E-1;-5,313191414E-1;7,943651825E-2;1,035508683E0
4,370077125E0;8,351044059E-1;-3,825690150E-1;1,528543830E-1;9,311943312E-1
4,380144125E0;8,211273551E-1;-2,328668684E-1;2,107773423E-1;8,791497027E-1
4,390211125E0;8,356974125E-1;-7,940441370E-2;2,556409538E-1;8,775235173E-1
4,400278125E0;8,921990395E-1;3,951638192E-2;2,859629095E-1;9,377395460E-1
4,410345125E0;9,732352495E-1;1,337014139E-1;3,084277809E-1;1,029655581E0
4,420411125E0;1,061036110E0;1,904869378E-1;3,176394105E-1;1,123822804E0
4,430478125E0;1,139623523E0;2,333859503E-1;3,057073355E-1;1,202775021E0
4,440545125E0;1,192235351E0;2,485409379E-1;2,515903115E-1;1,243581688E0
4,450612125E0;1,217379212E0;2,418412268E-1;1,852314025E-1;1,254914339E0
4,460679125E0;1,208753943E0;2,023252398E-1;1,325974762E-1;1,232722065E0
4,470745125E0;1,174497485E0;1,555187553E-1;1,252276301E-1;1,191348977E0
4,480812125E0;1,127827406E0;9,672892839E-2;1,780359894E-1;1,145883047E0
4,490879125E0;1,087026596E0;7,712887228E-2;2,994755805E-1;1,130159859E0
4,500946125E0;1,070440412E0;1,023170501E-1;4,122814834E-1;1,151645551E0
4,511013125E0;1,102909565E0;1,300541013E-1;4,412930906E-1;1,195015970E0
4,521080125E0;1,160797834E0;1,429091841E-1;3,967943192E-1;1,235038614E0
4,531146125E0;1,215654254E0;1,657668650E-1;3,229560256E-1;1,268697960E0
4,541213125E0;1,241708159E0;2,217331976E-1;2,377708107E-1;1,283565239E0
4,551280125E0;1,237581491E0;2,584385276E-1;1,638461947E-1;1,274850578E0
4,561347125E0;1,205485702E0;2,488905340E-1;1,165564433E-1;1,236417275E0
4,571414125E0;1,149069786E0;1,875213683E-1;8,284974098E-2;1,167214512E0
4,581481125E0;1,085742831E0;8,816548437E-2;8,563114703E-2;1,092677144E0
4,591547125E0;1,031923056E0;6,728342734E-3;1,493304819E-1;1,042693654E0
4,601614125E0;1,013348579E0;-6,177428365E-2;2,496386915E-1;1,045471607E0
4,611681125E0;1,032773137E0;-1,137768328E-1;3,405335546E-1;1,093402315E0
4,621748125E0;1,072867632E0;-1,287983954E-1;3,604209721E-1;1,139094930E0
4,631815125E0;1,130968690E0;-1,717809141E-1;2,880273163E-1;1,179643419E0
4,641882125E0;1,192804933E0;-2,475656867E-1;1,854122728E-1;1,232254068E0
4,651948125E0;1,240248561E0;-3,576318324E-1;5,898722261E-2;1,292128675E0
4,662015125E0;1,254206538E0;-4,065620899E-1;-1,751634106E-2;1,318572560E0
4,672082125E0;1,224902272E0;-3,585881889E-1;-8,517466486E-3;1,276339928E0
4,682149125E0;1,174682498E0;-2,663504183E-1;6,493837386E-2;1,206249770E0
4,692216125E0;1,131583095E0;-1,609099507E-1;1,457938552E-1;1,152227478E0
4,702283125E0;1,121211767E0;-8,117172122E-2;1,703849584E-1;1,136985360E0
4,712349125E0;1,149143100E0;-2,027145214E-2;1,396066844E-1;1,157769762E0
4,722416125E0;1,200749874E0;3,343092650E-2;7,343991846E-2;1,203458063E0
4,732483125E0;1,253949404E0;1,196181849E-1;3,349262476E-2;1,260087050E0
4,742550125E0;1,272267342E0;2,629345953E-1;4,842070863E-2;1,300055135E0
4,752617125E0;1,268127322E0;3,861881793E-1;1,172507778E-1;1,330802750E0
4,762684125E0;1,266586900E0;3,728494644E-1;1,835467070E-1;1,333022315E0
4,772750125E0;1,279262185E0;3,152581155E-1;2,174575031E-1;1,335360320E0
4,782817417E0;1,292204022E0;2,583698034E-1;2,213473171E-1;1,336241305E0
4,792884417E0;1,308681369E0;1,587817669E-1;2,218280286E-1;1,336811972E0
4,802951417E0;1,308737278E0;4,734138958E-3;2,297714353E-1;1,328762803E0
4,813018417E0;1,288218260E0;-9,938951582E-2;2,399524599E-1;1,314139165E0
4,823085417E0;1,274951935E0;-9,289486706E-2;2,059193850E-1;1,294810676E0
4,833151417E0;1,296538830E0;-2,916258015E-2;1,550997496E-1;1,306108466E0
4,843218417E0;1,332705021E0;7,481068373E-2;1,379543096E-1;1,341913076E0
4,853285417E0;1,363733172E0;1,323395371E-1;1,545063257E-1;1,378823456E0
4,863352417E0;1,390296936E0;8,782719076E-2;1,896059960E-1;1,405912380E0
4,873419417E0;1,397000790E0;1,153844222E-2;2,441855222E-1;1,418228089E0
4,883486417E0;1,388072252E0;-7,304742467E-4;2,842860520E-1;1,416885200E0
4,893552417E0;1,386123896E0;-1,010669395E-2;2,919020653E-1;1,416562182E0
4,903619417E0;1,391806483E0;-7,828468084E-2;2,926131487E-1;1,424386265E0
4,913686417E0;1,403532624E0;-1,254827678E-1;2,773631215E-1;1,436168532E0
4,923753417E0;1,413636684E0;-1,361623108E-1;2,512643933E-1;1,442235295E0
4,933820417E0;1,424714923E0;-1,080072820E-1;2,246984392E-1;1,446363569E0
4,943887417E0;1,418891668E0;-1,793438382E-2;1,766193211E-1;1,429954402E0
4,953953417E0;1,391347528E0;9,654811025E-2;1,279684007E-1;1,400551817E0
4,964020417E0;1,352196336E0;1,833101660E-1;9,174036235E-2;1,367645364E0
4,974087417E0;1,325740457E0;1,585324109E-1;3,801503405E-2;1,335726554E0
4,984154417E0;1,317381859E0;8,728912473E-2;-1,190006360E-2;1,320324189E0
4,994221417E0;1,322252989E0;5,447952449E-2;-4,971177503E-2;1,324308214E0
5,004288417E0;1,337789893E0;6,032703072E-2;-5,844614282E-2;1,340424224E0
5,014354417E0;1,326812029E0;9,110654145E-2;-3,947330266E-2;1,330521967E0
5,024421417E0;1,291679025E0;1,122594997E-1;-1,435996126E-2;1,296627590E0
5,034488417E0;1,260571003E0;8,236801624E-2;-1,149295829E-2;1,263311455E0
5,044555417E0;1,239408016E0;6,030239165E-2;-5,416319147E-2;1,242055659E0
5,054622417E0;1,246413231E0;2,347001061E-2;-1,366052330E-1;1,254096397E0
5,064689417E0;1,274732471E0;-3,559624031E-2;-2,317405343E-1;1,296114825E0
5,074755417E0;1,328598738E0;-1,358622015E-1;-2,973930538E-1;1,368238200E0
5,084822417E0;1,392243266E0;-2,329024673E-1;-3,135648370E-1;1,445997157E0
5,094889417E0;1,449884057E0;-3,039020598E-1;-2,980349064E-1;1,511074137E0
5,104956417E0;1,495193005E0;-3,583815396E-1;-2,768864930E-1;1,562275769E0
5,115023417E0;1,535482049E0;-4,081925750E-1;-2,372194231E-1;1,606424401E0
5,125090417E0;1,557065368E0;-5,345699191E-1;-1,920279711E-1;1,657435459E0
5,135156417E0;1,528443336E0;-6,227202415E-1;-2,047125995E-1;1,663077503E0
5,145223417E0;1,444972157E0;-6,104617119E-1;-2,655514479E-1;1,590951165E0
5,155290417E0;1,328035116E0;-5,116608739E-1;-3,392614722E-1;1,463069536E0
5,165357417E0;1,209650397E0;-3,887342215E-1;-3,585464954E-1;1,320198458E0
5,175424417E0;1,120350361E0;-2,620828152E-1;-3,078497946E-1;1,191068356E0
5,185491417E0;1,068430185E0;-8,396900445E-2;-2,416121960E-1;1,098622004E0
5,195557417E0;1,035161734E0;7,782642543E-2;-1,992145032E-1;1,057025631E0
5,205624417E0;1,026326418E0;2,079335600E-1;-2,100274712E-1;1,068032687E0
5,215691417E0;1,042607665E0;2,785297334E-1;-3,032614589E-1;1,120971484E0
5,225758417E0;1,099554420E0;2,645792961E-1;-4,346881807E-1;1,211600569E0
5,235825417E0;1,182077289E0;2,255105823E-1;-5,673677325E-1;1,330438981E0
5,245892417E0;1,279476285E0;2,073600739E-1;-6,686176658E-1;1,458460609E0
5,255958417E0;1,392153859E0;1,942008436E-1;-6,939650774E-1;1,567607688E0
5,266025417E0;1,517525673E0;1,843157262E-1;-6,548951268E-1;1,663052640E0
5,276092417E0;1,632392883E0;2,364676148E-1;-5,658705831E-1;1,743798433E0
5,286159417E0;1,710206985E0;2,863576710E-1;-4,576461315E-1;1,793390262E0
5,296226417E0;1,737162232E0;2,933408618E-1;-3,362671733E-1;1,793559894E0
5,306293417E0;1,729840994E0;2,949877679E-1;-2,053994238E-1;1,766792736E0
5,316360417E0;1,693004727E0;2,564266324E-1;-1,121902764E-1;1,715985514E0
5,326426417E0;1,639920712E0;1,563248038E-1;-9,688615799E-2;1,650201294E0
5,336493417E0;1,585141540E0;5,733805150E-2;-1,303426623E-1;1,591524603E0
5,346560417E0;1,547859669E0;-9,995980188E-3;-1,696197689E-1;1,557157776E0
5,356627417E0;1,550640464E0;-2,244228683E-2;-1,588690877E-1;1,558919142E0
5,366694417E0;1,579815388E0;-4,305914789E-2;-9,938685596E-2;1,583524075E0
5,376761417E0;1,629132867E0;-4,643740505E-2;-2,289614454E-2;1,629955387E0
5,386827417E0;1,673136592E0;-8,366866410E-2;2,192166075E-2;1,675370723E0
5,396894417E0;1,703647852E0;-1,496286392E-1;2,212826163E-2;1,710349202E0
5,406961417E0;1,716145754E0;-2,373342514E-1;1,205538772E-2;1,732521032E0
5,417028417E0;1,710147381E0;-3,573364019E-1;2,464122884E-2;1,747255150E0
5,427095417E0;1,681655288E0;-4,210557342E-1;4,657129571E-2;1,734191836E0
5,437162417E0;1,665465355E0;-4,934529662E-1;8,042619377E-2;1,738890178E0
5,447228417E0;1,664524436E0;-5,535445213E-1;9,448022395E-2;1,756695662E0
5,457295417E0;1,687791109E0;-5,846870542E-1;6,094256416E-2;1,787235792E0
5,467362417E0;1,736426353E0;-5,919806361E-1;4,736813717E-3;1,834568067E0
5,477429417E0;1,800999284E0;-5,368845463E-1;-6,548351049E-2;1,880460456E0
5,487496417E0;1,873204947E0;-5,083639622E-1;-1,280720532E-1;1,945182033E0
5,497563417E0;1,928451061E0;-4,314391315E-1;-1,567103416E-1;1,982327256E0
5,507629417E0;1,962284446E0;-2,715759575E-1;-1,302691400E-1;1,985266681E0
5,517696417E0;1,959133863E0;-1,393561363E-1;-8,525399864E-2;1,965933334E0
5,527763417E0;1,926340222E0;-2,507029288E-2;-5,293174461E-2;1,927230381E0
5,537830417E0;1,881471634E0;7,851510495E-2;-3,654033318E-2;1,883463652E0
5,547897417E0;1,817027569E0;1,243443787E-1;-1,465287618E-2;1,821336163E0
5,557964417E0;1,725122809E0;1,405176818E-1;1,678253151E-2;1,730917554E0
5,568030417E0;1,609481931E0;1,561232656E-1;5,802504346E-2;1,618077089E0
5,578097417E0;1,486256957E0;1,414089948E-1;8,881057054E-2;1,495608092E0
5,588164417E0;1,381486058E0;1,456849724E-1;1,188299879E-1;1,394219641E0
5,598231417E0;1,312770963E0;1,509310901E-1;1,301977485E-1;1,327817475E0
5,608298417E0;1,289417744E0;1,685207337E-1;1,545329243E-1;1,309533421E0
5,618365417E0;1,303339362E0;2,094003260E-1;2,105269879E-1;1,336736175E0
5,628432417E0;1,337022424E0;2,209549844E-1;2,792607546E-1;1,383631684E0
5,638498417E0;1,378557324E0;1,982201934E-1;3,126533329E-1;1,427397509E0
5,648565417E0;1,409520030E0;1,541470140E-1;3,142746687E-1;1,452334873E0
5,658632417E0;1,411525607E0;1,036801785E-1;2,721511126E-1;1,441256517E0
5,668699417E0;1,373662591E0;4,872638732E-2;1,989961863E-1;1,388856601E0
5,678766417E0;1,296050310E0;3,209608048E-2;1,416582167E-1;1,304163953E0
5,688833417E0;1,193413973E0;-8,485169150E-3;9,801594168E-2;1,197462331E0
5,698899417E0;1,082856536E0;-6,933379918E-2;6,337902695E-2;1,086923343E0
5,708966417E0;9,909622073E-1;-8,009696752E-2;7,443088293E-2;9,969762168E-1
5,719033417E0;9,591695070E-1;-1,413138509E-1;1,321738660E-1;9,784915322E-1
5,729100417E0;9,980090857E-1;-2,598223984E-1;1,849683672E-1;1,047732366E0
5,739167417E0;1,083512187E0;-3,727062345E-1;1,630362868E-1;1,157363135E0
5,749234417E0;1,165402174E0;-4,049613774E-1;8,415132016E-2;1,236623382E0
5,759301417E0;1,205006123E0;-3,061283827E-1;4,222693294E-2;1,244000585E0
5,769367417E0;1,169926405E0;-1,240416542E-1;3,828731924E-2;1,177106641E0
5,779434417E0;1,097409606E0;5,120110139E-2;5,078777298E-2;1,099776702E0
5,789500625E0;1,036504149E0;1,443835199E-1;2,711706422E-2;1,046863309E0
5,799567625E0;1,015894413E0;1,859342158E-1;4,262510687E-3;1,032778369E0
5,809634625E0;1,040809631E0;1,602102071E-1;3,588009253E-2;1,053678974E0
5,819701625E0;1,094157457E0;1,086195186E-1;8,802802116E-2;1,103053795E0
5,829767625E0;1,162875533E0;1,254421771E-1;1,430686414E-1;1,178339459E0
5,839834625E0;1,246708751E0;2,339173853E-1;1,840307862E-1;1,281743883E0
5,849901625E0;1,322352409E0;3,233796060E-1;1,869730502E-1;1,374099409E0
5,859968625E0;1,396099806E0;3,700984716E-1;1,695783883E-1;1,454243575E0
5,870035625E0;1,447870612E0;3,753259778E-1;1,939617544E-1;1,508250663E0
5,880102625E0;1,457330823E0;3,073312640E-1;2,550618052E-1;1,511066563E0
5,890168625E0;1,422097445E0;1,761042476E-1;3,243617713E-1;1,469212172E0
5,900235625E0;1,366536140E0;7,047520578E-2;3,822003007E-1;1,420726873E0
5,910302625E0;1,314682007E0;-5,544200540E-3;4,437132180E-1;1,387552139E0
5,920369625E0;1,276217103E0;-6,528130174E-2;4,867237806E-1;1,367439864E0
5,930436625E0;1,247614861E0;-1,043954119E-1;5,135476589E-1;1,353208203E0
5,940503625E0;1,217435479E0;-8,699496090E-2;5,292279124E-1;1,330338097E0
5,950570625E0;1,157837868E0;-3,450911492E-2;5,397026539E-1;1,277911719E0
5,960636625E0;1,056732059E0;6,450062990E-2;5,483064055E-1;1,192259573E0
5,970703625E0;9,035658240E-1;9,363374859E-2;5,560935140E-1;1,065100218E0
5,980770625E0;6,995410919E-1;1,193846464E-1;5,600818396E-1;9,040476205E-1
5,990837625E0;4,450811148E-1;1,006786078E-1;5,436373353E-1;7,097710428E-1
6,000904625E0;1,685259491E-1;6,372845266E-3;4,880720079E-1;5,163873484E-1
6,010971625E0;-1,454407722E-1;-7,903286070E-2;3,983820677E-1;4,314017653E-1
6,021037625E0;-4,808251560E-1;-7,141675800E-2;3,000224829E-1;5,712325920E-1
6,031104625E0;-7,997837663E-1;-7,911355793E-2;2,086805701E-1;8,303376471E-1
6,041171625E0;-1,061756730E0;-1,155734658E-1;1,169027090E-1;1,074407196E0
6,051238625E0;-1,237679362E0;-2,267788202E-1;1,877187937E-2;1,258424102E0
6,061305625E0;-1,331697702E0;-3,782318532E-1;-7,363495976E-2;1,386326157E0
6,071372625E0;-1,349176526E0;-5,017439127E-1;-1,463693529E-1;1,446875337E0
6,081439625E0;-1,324901819E0;-5,530408621E-1;-1,929919720E-1;1,448607927E0
6,091505625E0;-1,294667840E0;-6,060297489E-1;-2,243187428E-1;1,446981607E0
6,101572625E0;-1,263767362E0;-6,201105118E-1;-2,388104945E-1;1,427821923E0
6,111639625E0;-1,260015249E0;-5,756141543E-1;-2,563956082E-1;1,408796930E0
6,121706625E0;-1,298404217E0;-5,438790321E-1;-2,791359425E-1;1,435121872E0
6,131773625E0;-1,411766768E0;-6,769436598E-1;-2,793889344E-1;1,590407590E0
6,141840625E0;-1,609443784E0;-7,507475615E-1;-2,262665331E-1;1,790287055E0
6,151906625E0;-1,837411880E0;-8,378957510E-1;-1,785834283E-1;2,027324283E0
6,161973625E0;-2,077696800E0;-9,400692582E-1;-1,366492212E-1;2,284562806E0
6,172040625E0;-2,319189787E0;-1,021912217E0;-1,109846160E-1;2,536782102E0
6,182107625E0;-2,542507887E0;-1,055398345E0;-9,257499874E-2;2,754411398E0
6,192174625E0;-2,753424883E0;-1,000902295E0;-7,951458544E-2;2,930780879E0
6,202241625E0;-2,927352428E0;-8,589029312E-1;-6,127793342E-2;3,051370425E0
6,212308625E0;-3,053313017E0;-6,991545558E-1;-4,816852510E-2;3,132707723E0
6,222374625E0;-3,124655247E0;-5,302419662E-1;-3,412461281E-2;3,169509653E0
6,232441625E0;-3,129026175E0;-3,737072051E-1;1,204181835E-2;3,151286544E0
6,242508625E0;-3,062250137E0;-3,393549919E-1;9,297942370E-2;3,082398885E0
6,252575625E0;-2,948244333E0;-4,047537148E-1;1,751512587E-1;2,981048168E0
6,262642625E0;-2,831566095E0;-4,191514254E-1;2,177941203E-1;2,870694820E0
6,272709625E0;-2,756008625E0;-3,463248909E-1;2,321994305E-1;2,787371709E0
6,282775625E0;-2,729510546E0;-2,275338322E-1;2,347774059E-1;2,749021625E0
