"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)";"Absolute (rad/s)"
1,266516154E1;7,754307240E-2;-8,253365010E-2;-3,625785559E-2;1,189090559E-1
1,267522754E1;7,282847911E-2;-1,846512258E-1;-1,246846616E-1;2,344063297E-1
1,268529454E1;6,398613751E-2;-2,719679475E-1;-2,209738046E-1;3,562165248E-1
1,269536154E1;3,177253902E-2;-2,923997045E-1;-3,092988729E-1;4,268171438E-1
1,270542854E1;-2,541752066E-3;-2,527465224E-1;-3,929021955E-1;4,671824058E-1
1,271549554E1;-3,482858464E-2;-1,719573885E-1;-4,611119032E-1;4,933625047E-1
1,272556254E1;-6,255753338E-2;-7,078485936E-2;-5,627973676E-1;5,706704988E-1
1,273562954E1;-5,683812872E-2;1,487208065E-3;-6,794118881E-1;6,817868423E-1
1,274569554E1;-6,352616847E-2;1,329351030E-2;-7,089204788E-1;7,118851992E-1
1,275576254E1;-7,578097284E-2;9,378396906E-3;-7,170561552E-1;7,211104214E-1
1,276582954E1;-7,727004588E-2;-1,170217153E-2;-7,413666248E-1;7,454743947E-1
1,277589654E1;-5,803217366E-2;-7,638422400E-2;-7,667881250E-1;7,727653664E-1
1,278596354E1;-3,062730469E-2;-9,687457234E-2;-7,879846692E-1;7,945077429E-1
1,279603088E1;-1,279531047E-2;-3,150435537E-2;-7,963171601E-1;7,970428244E-1
1,280609787E1;-1,160867512E-3;6,789562851E-2;-7,961485386E-1;7,990392102E-1
1,281616388E1;-2,454688400E-2;1,624088287E-1;-7,966753244E-1;8,134314659E-1
1,282623087E1;-8,206398040E-2;2,838909924E-1;-8,517346382E-1;9,015433913E-1
1,283629787E1;-1,288927346E-1;3,931671679E-1;-9,016585350E-1;9,920594099E-1
1,284636488E1;-1,572846174E-1;4,528721869E-1;-8,951243162E-1;1,015420706E0
1,285643187E1;-1,831806600E-1;4,795357585E-1;-8,769525290E-1;1,016147350E0
1,286649887E1;-1,736729890E-1;4,334735870E-1;-8,751815557E-1;9,919699659E-1
1,287656588E1;-1,377488077E-1;3,768249750E-1;-8,933864236E-1;9,793421760E-1
1,288663187E1;-8,064211160E-2;3,789323270E-1;-9,519871473E-1;1,027799780E0
1,289669888E1;-1,887195371E-2;3,819060028E-1;-1,041645288E0;1,109609505E0
1,290676587E1;2,210526541E-2;3,300319016E-1;-1,128029466E0;1,175525489E0
1,291683287E1;5,084156990E-2;2,027277499E-1;-1,201068997E0;1,219118592E0
1,292689988E1;1,303704530E-1;2,942396514E-2;-1,268222570E0;1,275245354E0
1,293696688E1;2,359373569E-1;-6,929621845E-2;-1,336109519E0;1,358549612E0
1,294703387E1;3,157419264E-1;-1,252412945E-1;-1,472782850E0;1,511445556E0
1,295709987E1;3,402597606E-1;-1,755518764E-1;-1,673096418E0;1,716346932E0
1,296716687E1;3,240517378E-1;-1,663615108E-1;-1,725722432E0;1,763747032E0
1,297723388E1;2,641098201E-1;-6,027395651E-2;-1,708420396E0;1,729765070E0
1,298730088E1;1,959195584E-1;7,681761682E-2;-1,682040453E0;1,695153534E0
1,299736787E1;1,229670495E-1;1,470148265E-1;-1,670796633E0;1,681753740E0
1,300743488E1;4,946479574E-2;2,066814005E-1;-1,686265469E0;1,699604424E0
1,301750188E1;-4,135911539E-2;2,494216859E-1;-1,728183508E0;1,746579512E0
1,302756887E1;-1,303965151E-1;3,081301451E-1;-1,780544519E0;1,811708095E0
1,303763487E1;-2,087025046E-1;3,428132832E-1;-1,832851410E0;1,876278757E0
1,304770187E1;-2,553412020E-1;3,231396377E-1;-1,887540102E0;1,931948755E0
1,305776888E1;-2,494132966E-1;2,697794735E-1;-1,933018088E0;1,967624681E0
1,306783588E1;-1,877740771E-1;2,260138243E-1;-1,938827515E0;1,960967487E0
1,307790287E1;-8,434861898E-2;1,586459726E-1;-1,890321493E0;1,898841379E0
1,308796988E1;1,438236795E-2;7,793977857E-2;-1,803120375E0;1,804861365E0
1,309803688E1;1,139459759E-1;6,916226447E-2;-1,734256387E0;1,739371243E0
1,310810288E1;1,989233345E-1;1,151461005E-1;-1,689481020E0;1,705044056E0
1,311816988E1;2,772503793E-1;1,536426246E-1;-1,683826089E0;1,713401333E0
1,312823687E1;3,004362881E-1;1,989268214E-1;-1,719253182E0;1,756606202E0
1,313830388E1;2,369718403E-1;2,714058161E-1;-1,764323711E0;1,800737329E0
1,314837088E1;1,224511638E-1;2,665764391E-1;-1,753764987E0;1,778130736E0
1,315843787E1;-1,854084618E-2;1,423732489E-1;-1,663910985E0;1,670093911E0
1,316850487E1;-1,513793319E-1;-1,573571563E-2;-1,538560629E0;1,546069896E0
1,317857087E1;-2,537914217E-1;-1,215524226E-1;-1,388376236E0;1,416606385E0
1,318863788E1;-3,012053370E-1;-1,624808908E-1;-1,241446614E0;1,287755563E0
1,319870488E1;-3,186996281E-1;-1,118904129E-1;-1,154496551E0;1,202892848E0
1,320877187E1;-2,880489230E-1;-2,854162827E-2;-1,117716551E0;1,154589578E0
1,321883887E1;-2,235948145E-1;4,124917090E-2;-1,098205924E0;1,121495603E0
1,322890588E1;-1,251732856E-1;1,434784681E-1;-1,111621976E0;1,127811083E0
1,323897287E1;7,590356283E-3;2,125781775E-1;-1,146970391E0;1,166528257E0
1,324903987E1;1,466302276E-1;2,374678403E-1;-1,182693839E0;1,215177401E0
1,325910587E1;2,554238141E-1;2,372832894E-1;-1,212780595E0;1,261895976E0
1,326917288E1;3,019438386E-1;2,405888438E-1;-1,275307298E0;1,332464550E0
1,327923988E1;2,808734477E-1;2,645820379E-1;-1,372250319E0;1,425469917E0
1,328930687E1;2,222194225E-1;2,823571265E-1;-1,481479764E0;1,524430815E0
1,329937387E1;1,457057446E-1;3,425403237E-1;-1,624644160E0;1,666743137E0
1,330944088E1;1,006089821E-1;4,055936933E-1;-1,782995582E0;1,831311458E0
1,331950787E1;1,028633490E-1;3,727537394E-1;-1,880624890E0;1,919967759E0
1,332957388E1;1,465545148E-1;2,438539118E-1;-1,905035377E0;1,926162699E0
1,333964087E1;2,141375542E-1;4,596506059E-2;-1,887579322E0;1,900242978E0
1,334970787E1;3,009370863E-1;-1,343029439E-1;-1,827315927E0;1,856793986E0
1,335977488E1;3,950417340E-1;-3,055649698E-1;-1,758843660E0;1,828376040E0
1,336984187E1;4,507065713E-1;-5,086749792E-1;-1,730590105E0;1,859254894E0
1,337990887E1;4,578712881E-1;-7,444062829E-1;-1,778777599E0;1,981877034E0
1,338997588E1;4,315667450E-1;-9,429104924E-1;-1,972341299E0;2,228331271E0
1,340004187E1;3,935874104E-1;-9,700763226E-1;-2,276018381E0;2,505238271E0
1,341010888E1;3,886279464E-1;-8,840761185E-1;-2,575353622E0;2,750466968E0
1,342017587E1;4,307836294E-1;-8,183178306E-1;-2,772245884E0;2,922424652E0
1,343024287E1;5,117827058E-1;-7,659971714E-1;-2,828747272E0;2,974976359E0
1,344030988E1;6,265398860E-1;-7,981202602E-1;-2,759342194E0;2,939985973E0
1,345037688E1;7,420590520E-1;-7,883315682E-1;-2,620373011E0;2,835220100E0
1,346044387E1;8,245875239E-1;-7,438437343E-1;-2,452659845E0;2,692357406E0
1,347050987E1;8,195673823E-1;-7,418769002E-1;-2,286325216E0;2,539558037E0
1,348057687E1;7,018671036E-1;-7,704885602E-1;-2,120250463E0;2,362568958E0
1,349064388E1;5,163664222E-1;-7,341499329E-1;-2,013459444E0;2,204456699E0
1,350071087E1;3,592846990E-1;-6,383326054E-1;-1,965933204E0;2,097962672E0
1,351077787E1;2,536034286E-1;-5,640002489E-1;-1,900054455E0;1,998153625E0
1,352084488E1;1,902031600E-1;-4,496651292E-1;-1,777397752E0;1,843235942E0
1,353091188E1;1,494532079E-1;-3,237390816E-1;-1,635043979E0;1,673473055E0
1,354097887E1;1,076525003E-1;-2,472863793E-1;-1,515696049E0;1,539504507E0
1,355104487E1;3,361114487E-2;-2,354383767E-1;-1,431292415E0;1,450916577E0
1,356111187E1;-7,126946002E-2;-3,237969875E-1;-1,339112639E0;1,379545754E0
1,357117888E1;-2,028519511E-1;-4,191120863E-1;-1,264637828E0;1,347632253E0
1,358124588E1;-3,140000403E-1;-4,611884356E-1;-1,314311862E0;1,427832787E0
1,359131287E1;-3,590251505E-1;-3,813595474E-1;-1,434688807E0;1,527306824E0
1,360137988E1;-3,465173542E-1;-1,859828681E-1;-1,512035012E0;1,562342402E0
1,361144688E1;-2,579898834E-1;-2,111163549E-2;-1,454105139E0;1,476965211E0
1,362151288E1;-1,567133367E-1;3,312204033E-2;-1,287226439E0;1,297153824E0
1,363157988E1;-1,059086695E-1;2,330659702E-2;-1,088265300E0;1,093654976E0
1,364164687E1;-1,246376187E-1;-2,465613559E-2;-9,122732878E-1;9,210781794E-1
1,365171388E1;-2,024635226E-1;-8,135742694E-2;-7,936860323E-1;8,231330553E-1
1,366178088E1;-3,065600693E-1;-1,461718529E-1;-7,614127994E-1;8,337234180E-1
1,367184787E1;-4,109966159E-1;-2,076070458E-1;-8,091206551E-1;9,309646278E-1
1,368191487E1;-4,874559939E-1;-1,984292567E-1;-8,719750047E-1;1,018492967E0
1,369198087E1;-5,053367615E-1;-1,553773433E-1;-9,118089080E-1;1,053993760E0
1,370204788E1;-4,848780930E-1;-1,134751588E-1;-9,225454926E-1;1,048367094E0
1,371211488E1;-4,514440894E-1;-9,010197595E-3;-9,509765506E-1;1,052729476E0
1,372218187E1;-3,583263755E-1;2,149858922E-1;-9,534236789E-1;1,040977155E0
1,373224888E1;-1,758685708E-1;5,050849915E-1;-9,018418193E-1;1,048503348E0
1,374231588E1;5,314090848E-2;7,294285893E-1;-8,734703660E-1;1,139228030E0
1,375238287E1;2,953311205E-1;7,861928344E-1;-8,669316173E-1;1,207017014E0
1,376244888E1;4,712379575E-1;7,378945947E-1;-8,997385502E-1;1,255421485E0
1,377251587E1;5,681375861E-1;7,225769758E-1;-9,437659383E-1;1,317418669E0
1,378258288E1;5,796421766E-1;7,102203965E-1;-9,916737676E-1;1,350486922E0
1,379265042E1;5,036110282E-1;6,205383539E-1;-1,035985470E0;1,308418056E0
1,380271742E1;3,552921712E-1;4,280344546E-1;-1,064156651E0;1,200781162E0
1,381278442E1;8,411031216E-2;1,614732593E-1;-1,047176123E0;1,062885690E0
1,382285142E1;-2,718211710E-1;-1,749782823E-2;-9,575343728E-1;9,955224749E-1
1,383291742E1;-6,306587458E-1;-1,152323037E-1;-7,656990290E-1;9,986510604E-1
1,384298442E1;-9,053105712E-1;-1,863698661E-1;-5,338596702E-1;1,067392667E0
1,385305142E1;-1,039188743E0;-2,570348084E-1;-2,700579464E-1;1,104043219E0
1,386311842E1;-1,045522809E0;-2,902539968E-1;1,531520113E-2;1,085172743E0
1,387318542E1;-9,377222061E-1;-2,400001138E-1;2,561758161E-1;1,001273708E0
1,388325242E1;-7,740816474E-1;-1,793008149E-1;3,733479679E-1;8,779179256E-1
1,389331942E1;-5,759333968E-1;-1,327978075E-1;3,675793707E-1;6,960237992E-1
1,390338542E1;-3,428647220E-1;-1,171482876E-1;2,829843462E-1;4,597391424E-1
1,391345242E1;-1,137024388E-1;-8,637879044E-2;1,066962034E-1;1,782515633E-1
1,392351942E1;8,199328929E-2;-3,468731185E-3;-1,431607604E-1;1,650149536E-1
1,393358642E1;2,440139204E-1;1,313665211E-1;-3,991843462E-1;4,859507161E-1
1,394365342E1;3,575796485E-1;2,434653640E-1;-5,715295076E-1;7,167876719E-1
1,395372042E1;4,027023017E-1;3,413627148E-1;-6,741136312E-1;8,562282609E-1
1,396378742E1;3,866144121E-1;3,494728506E-1;-7,186586857E-1;8,877343541E-1
1,397385342E1;3,364335001E-1;2,487539947E-1;-7,165977359E-1;8,298062213E-1
1,398392042E1;2,765033245E-1;1,266150326E-1;-6,854755282E-1;7,499080975E-1
1,399398742E1;2,131503820E-1;-1,155744269E-1;-6,719191074E-1;7,143289302E-1
1,400405442E1;1,632829607E-1;-3,550312221E-1;-6,816290021E-1;7,857013366E-1
1,401412142E1;1,072694734E-1;-5,241938233E-1;-6,811596155E-1;8,661779991E-1
1,402418842E1;1,670947485E-2;-5,320200324E-1;-6,460559964E-1;8,370859406E-1
1,403425542E1;-6,573183089E-2;-3,634973168E-1;-5,818408728E-1;6,891950190E-1
1,404432242E1;-1,072161570E-1;-1,372199804E-1;-5,230808854E-1;5,513059405E-1
1,405438842E1;-8,539136499E-2;4,130103812E-2;-4,829582870E-1;4,921850952E-1
1,406445542E1;-3,770540701E-3;9,705272317E-2;-4,517447054E-1;4,620678813E-1
1,407452242E1;7,455926389E-2;3,262619674E-2;-4,424307644E-1;4,498539028E-1
1,408458942E1;1,101084724E-1;-4,484915733E-2;-4,443860650E-1;4,600155404E-1
1,409465642E1;9,671395272E-2;-9,272194654E-2;-4,813272953E-1;4,996267739E-1
1,410472342E1;2,669465542E-2;-1,115270630E-1;-5,255283713E-1;5,378949335E-1
1,411479042E1;-8,007961512E-2;-6,234928221E-2;-5,542063117E-1;5,634224114E-1
1,412485642E1;-2,092381418E-1;9,991223924E-3;-5,448165536E-1;5,836998386E-1
1,413492342E1;-2,781480253E-1;2,237694152E-2;-4,402644038E-1;5,212483062E-1
1,414499042E1;-2,505363822E-1;-3,833673894E-2;-2,514699996E-1;3,570368959E-1
1,415505742E1;-1,667595655E-1;-1,266920865E-1;-8,057067543E-2;2,243908893E-1
1,416512442E1;-6,002034619E-2;-2,067666799E-1;-1,620926149E-2;2,159111901E-1
1,417519142E1;5,514302850E-2;-2,741612494E-1;-5,267926678E-2;2,845702891E-1
1,418525842E1;1,626348794E-1;-3,150935173E-1;-1,344169974E-1;3,792122860E-1
1,419532442E1;2,343999296E-1;-3,333658278E-1;-2,270385474E-1;4,665003796E-1
1,420539142E1;2,561313510E-1;-3,396972418E-1;-3,294477165E-1;5,380829703E-1
1,421545842E1;2,455503196E-1;-3,051056862E-1;-4,356478453E-1;5,858101094E-1
1,422552542E1;2,188385576E-1;-2,327965796E-1;-4,993945956E-1;5,928570856E-1
1,423559242E1;1,645409614E-1;-1,133520082E-1;-4,761259854E-1;5,163510043E-1
1,424565942E1;9,469503164E-2;-1,066664234E-2;-3,492095768E-1;3,619782519E-1
1,425572642E1;4,329660907E-2;1,004716381E-3;-1,396306902E-1;1,461928024E-1
1,426579342E1;9,283788968E-4;-3,626382723E-2;7,147330046E-2;8,015210372E-2
1,427585942E1;-5,107825249E-2;-1,065676808E-1;2,124621719E-1;2,431169121E-1
1,428592642E1;-1,208208427E-1;-2,150781751E-1;2,338148654E-1;3,398907011E-1
1,429599342E1;-1,779033095E-1;-3,442239165E-1;1,632323116E-1;4,204574649E-1
1,430606042E1;-1,864693761E-1;-4,367791414E-1;5,997275934E-2;4,786894384E-1
1,431612742E1;-1,380895823E-1;-4,722170234E-1;-1,799261197E-2;4,923224391E-1
1,432619442E1;-3,067311086E-2;-4,568633735E-1;-3,404774517E-2;4,591559983E-1
1,433626142E1;8,906614780E-2;-4,177855849E-1;-2,017692849E-2;4,276501866E-1
1,434632742E1;1,620540619E-1;-3,876577914E-1;-2,377486229E-2;4,208388365E-1
1,435639442E1;1,716896892E-1;-3,657818139E-1;-5,722943693E-2;4,081040225E-1
1,436646142E1;1,301294565E-1;-2,913339436E-1;-1,027726829E-1;3,352183863E-1
1,437652842E1;6,208417937E-2;-1,790015996E-1;-1,402112991E-1;2,357015621E-1
1,438659542E1;-2,180006914E-2;-1,583336145E-1;-1,622955650E-1;2,277819723E-1
1,439666242E1;-1,147840694E-1;-2,279457152E-1;-1,928257793E-1;3,198693684E-1
1,440672942E1;-2,125409991E-1;-2,521439791E-1;-2,298405170E-1;4,019663241E-1
1,441679542E1;-2,974934578E-1;-1,852557063E-1;-2,799316049E-1;4,485351018E-1
1,442686242E1;-3,246358633E-1;-1,132619381E-1;-3,264663517E-1;4,741276085E-1
1,443692942E1;-2,712449729E-1;-1,060017571E-1;-3,400212526E-1;4,476881282E-1
1,444699642E1;-1,629954726E-1;-1,082763672E-1;-3,149108291E-1;3,707561544E-1
1,445706342E1;-3,612090647E-2;-1,266153604E-1;-2,755506039E-1;3,053920507E-1
1,446713042E1;7,365752012E-2;-1,923451126E-1;-2,133111954E-1;2,965193732E-1
1,447719742E1;1,144844219E-1;-2,336056232E-1;-1,636062711E-1;3,073195113E-1
1,448726342E1;8,260478079E-2;-2,403479517E-1;-1,414519697E-1;2,908596696E-1
1,449733042E1;7,246801630E-3;-2,734517157E-1;-1,421811879E-1;3,082918214E-1
1,450739742E1;-8,363969624E-2;-2,576423883E-1;-1,649874449E-1;3,171688131E-1
1,451746442E1;-1,577726305E-1;-1,774406433E-1;-2,062295675E-1;3,144964536E-1
1,452753142E1;-1,869800538E-1;-1,151519790E-1;-2,500271201E-1;3,327688080E-1
1,453759842E1;-1,894205809E-1;-6,560999155E-2;-2,758318186E-1;3,409809666E-1
1,454766542E1;-1,930230409E-1;-6,574103143E-3;-2,733188570E-1;3,346704509E-1
1,455773142E1;-1,911367178E-1;3,313469514E-2;-2,390050888E-1;3,078223276E-1
1,456779842E1;-1,582642496E-1;2,096005157E-2;-1,838560849E-1;2,434952903E-1
1,457786542E1;-1,048165411E-1;-1,637843251E-2;-1,272828281E-1;1,656975518E-1
1,458793242E1;-6,641775370E-2;-3,039544821E-2;-8,309725672E-2;1,106361394E-1
1,459799942E1;-3,243289143E-2;-5,568482727E-2;-2,354818024E-2;6,860910455E-2
1,460806642E1;-2,618484758E-2;-1,439835280E-1;4,500291869E-2;1,531083449E-1
1,461813342E1;-9,838778526E-2;-1,785792261E-1;9,862045199E-2;2,264877256E-1
1,462819942E1;-2,358415276E-1;-1,119722351E-1;1,218341663E-1;2,881016690E-1
1,463826642E1;-3,673888743E-1;-1,108164787E-1;1,128811017E-1;3,999962750E-1
1,464833342E1;-4,821338356E-1;-1,645984799E-1;6,979648024E-2;5,142151725E-1
1,465840042E1;-5,505036116E-1;-1,525737196E-1;-1,838355139E-2;5,715513286E-1
1,466846742E1;-5,147802234E-1;-1,531673372E-1;-1,193732768E-1;5,501898679E-1
1,467853442E1;-3,703116775E-1;-2,579151094E-1;-1,738609225E-1;4,836099280E-1
1,468860142E1;-1,933414191E-1;-3,353646398E-1;-1,824775785E-1;4,279584239E-1
1,469866742E1;-6,097863615E-2;-2,793090641E-1;-1,739086509E-1;3,346284002E-1
1,470873442E1;-1,885834523E-2;-1,785587519E-1;-1,709293723E-1;2,479026329E-1
1,471880142E1;-5,812946334E-2;1,025857171E-3;-1,937947422E-1;2,023276773E-1
1,472886842E1;-1,128134802E-1;1,110583544E-1;-2,133247703E-1;2,656469406E-1
1,473893542E1;-1,835087687E-1;3,656924143E-2;-2,572183907E-1;3,180787294E-1
1,474900242E1;-3,095146418E-1;-6,988502294E-2;-3,088451028E-1;4,427962595E-1
1,475906942E1;-4,852372706E-1;-1,149496138E-1;-3,681350648E-1;6,198322745E-1
1,476913642E1;-6,372611523E-1;-2,133680731E-1;-3,783237636E-1;7,712046297E-1
1,477920242E1;-7,546610236E-1;-3,293332458E-1;-3,276460171E-1;8,861859623E-1
1,478926942E1;-8,513361812E-1;-4,468463063E-1;-2,255340219E-1;9,875781032E-1
1,479933600E1;-8,978417516E-1;-6,363082528E-1;-1,000042930E-1;1,104992698E0
1,480940300E1;-9,071002603E-1;-6,980602741E-1;1,757320389E-2;1,144739204E0
1,481947000E1;-8,775645494E-1;-6,236009002E-1;1,243080944E-1;1,083720501E0
1,482953700E1;-8,144079447E-1;-5,752648115E-1;2,261742651E-1;1,022421000E0
1,483960400E1;-7,553043365E-1;-5,953102708E-1;2,996262908E-1;1,007300786E0
1,484967000E1;-7,430029511E-1;-5,900044441E-1;3,280701637E-1;1,003886777E0
1,485973700E1;-7,858464122E-1;-6,689429879E-1;3,223248124E-1;1,081171859E0
1,486980400E1;-8,819279075E-1;-5,852882862E-1;2,982897758E-1;1,099698141E0
1,487987100E1;-1,026257873E0;-2,970912457E-1;2,136806250E-1;1,089553963E0
1,488993800E1;-1,145961881E0;-1,298790872E-1;1,116381511E-1;1,158689038E0
1,490000500E1;-1,172221541E0;-1,598742157E-1;9,072173387E-2;1,186546898E0
1,491007200E1;-1,129118800E0;-3,042420447E-1;1,217076108E-1;1,175706268E0
1,492013800E1;-1,040640950E0;-5,026213527E-1;1,659462899E-1;1,167518729E0
1,493020500E1;-8,923290372E-1;-7,434472442E-1;2,029423863E-1;1,179046448E0
1,494027200E1;-7,601828575E-1;-9,881860614E-1;2,086265981E-1;1,264086518E0
1,495033900E1;-6,741648912E-1;-1,192035794E0;1,936172843E-1;1,383089038E0
1,496040600E1;-6,384264231E-1;-1,295585155E0;1,223499477E-1;1,449516713E0
1,497047300E1;-6,486268640E-1;-1,396499276E0;7,713208906E-4;1,539781683E0
1,498054000E1;-7,181141376E-1;-1,571507573E0;-1,670041829E-1;1,735861274E0
1,499060600E1;-8,289290667E-1;-1,815706491E0;-3,113818467E-1;2,020116857E0
1,500067300E1;-9,506997466E-1;-2,022057533E0;-3,696856797E-1;2,264776849E0
1,501074000E1;-1,071830750E0;-2,154829025E0;-3,474908769E-1;2,431637143E0
1,502080700E1;-1,171458244E0;-2,198468208E0;-3,359356225E-1;2,513648667E0
1,503087400E1;-1,237337708E0;-2,200604200E0;-3,596763909E-1;2,550104029E0
1,504094100E1;-1,250442863E0;-2,124345779E0;-3,867476583E-1;2,495200612E0
1,505100800E1;-1,186280966E0;-2,048316240E0;-3,627770543E-1;2,394675164E0
1,506107400E1;-1,074937582E0;-1,963383079E0;-2,857550979E-1;2,256550441E0
1,507114100E1;-9,870631099E-1;-1,709353805E0;-1,977605522E-1;1,983757356E0
1,508120800E1;-9,792796969E-1;-1,459270597E0;-2,065303773E-1;1,769495464E0
1,509127500E1;-9,845482707E-1;-1,403422832E0;-2,086188346E-1;1,726977928E0
1,510134200E1;-1,010412812E0;-1,405839562E0;-1,883974671E-1;1,741497210E0
1,511140900E1;-1,086511254E0;-1,375270724E0;-1,679625064E-1;1,760706584E0
1,512147600E1;-1,221721888E0;-1,309031725E0;-1,438975632E-1;1,796350449E0
1,513154300E1;-1,399021745E0;-1,157670140E0;-1,575926095E-1;1,822717045E0
1,514160900E1;-1,524356484E0;-1,026650786E0;-1,917228550E-1;1,847818222E0
1,515167600E1;-1,575430870E0;-8,679112196E-1;-2,330338061E-1;1,813713612E0
1,516174300E1;-1,542703986E0;-6,350073218E-1;-2,930940092E-1;1,693834108E0
1,517181000E1;-1,378987312E0;-3,772878945E-1;-3,163998723E-1;1,464261262E0
1,518187700E1;-1,130207539E0;-1,632411778E-1;-3,361608684E-1;1,190386866E0
1,519194400E1;-8,750205636E-1;-5,601219088E-2;-4,180347025E-1;9,713657214E-1
1,520201100E1;-6,214100718E-1;-9,527011216E-2;-5,099956393E-1;8,095198724E-1
1,521207700E1;-4,710405767E-1;-1,736527979E-1;-5,729035139E-1;7,617433658E-1
1,522214400E1;-5,536114573E-1;-3,016045392E-1;-6,262814403E-1;8,886390641E-1
1,523221100E1;-9,087530375E-1;-5,759913325E-1;-6,654309630E-1;1,265067771E0
1,524227800E1;-1,439882517E0;-8,904399872E-1;-5,974238515E-1;1,795288359E0
1,525234500E1;-1,956323862E0;-1,087700605E0;-4,279190302E-1;2,278905517E0
1,526241200E1;-2,279389620E0;-1,191505432E0;-2,733078599E-1;2,586503319E0
1,527247900E1;-2,351882219E0;-1,282768130E0;-1,787597537E-1;2,684920688E0
1,528254500E1;-2,219087362E0;-1,364254951E0;-1,621711850E-1;2,609950150E0
1,529261200E1;-1,991517067E0;-1,423883915E0;-2,308216095E-1;2,459037260E0
1,530267900E1;-1,774868131E0;-1,343827128E0;-3,663197756E-1;2,256151238E0
1,531274600E1;-1,621076107E0;-1,164022565E0;-5,177820325E-1;2,061779452E0
1,532281300E1;-1,503137112E0;-9,546576142E-1;-6,082013249E-1;1,881675102E0
1,533288000E1;-1,402358055E0;-6,556280255E-1;-6,382585764E-1;1,674464163E0
1,534294700E1;-1,366967201E0;-3,906247020E-1;-6,921176910E-1;1,581206465E0
1,535301300E1;-1,410882473E0;-2,077422291E-1;-7,328443527E-1;1,603373641E0
1,536308000E1;-1,459794044E0;-1,231398582E-1;-7,024486661E-1;1,624683417E0
1,537314700E1;-1,531442404E0;-8,546544611E-2;-6,458541155E-1;1,664255905E0
1,538321400E1;-1,604376554E0;-1,444796771E-1;-6,009379029E-1;1,719309416E0
1,539328100E1;-1,608328700E0;-2,399801016E-1;-4,853252769E-1;1,697012752E0
1,540334800E1;-1,551551223E0;-3,185910583E-1;-3,261353076E-1;1,617150487E0
1,541341500E1;-1,503378868E0;-3,469111323E-1;-1,972912997E-1;1,555448235E0
1,542348100E1;-1,478076577E0;-4,078261256E-1;-1,148210317E-1;1,537600854E0
1,543354800E1;-1,511383653E0;-4,941415787E-1;-1,195992753E-1;1,594603534E0
1,544361500E1;-1,598448157E0;-6,216366291E-1;-2,428015172E-1;1,732172390E0
1,545368200E1;-1,703647852E0;-6,876816750E-1;-3,807516694E-1;1,876244633E0
1,546374900E1;-1,799227357E0;-7,130642533E-1;-4,982388914E-1;1,998479848E0
1,547381600E1;-1,848865151E0;-7,376217842E-1;-5,610974431E-1;2,068143754E0
1,548388300E1;-1,827321529E0;-6,889448166E-1;-5,260708332E-1;2,022498320E0
1,549395000E1;-1,727211475E0;-6,498981118E-1;-4,364666045E-1;1,896346522E0
1,550401600E1;-1,571009636E0;-6,751092076E-1;-3,401296735E-1;1,743425339E0
1,551408300E1;-1,395243883E0;-6,867504120E-1;-3,171138465E-1;1,587102017E0
1,552415000E1;-1,187123895E0;-7,566112876E-1;-3,745321631E-1;1,456707975E0
1,553421700E1;-9,765629768E-1;-8,346871734E-1;-4,583823383E-1;1,363998641E0
1,554428400E1;-8,575854897E-1;-8,992567658E-1;-5,459535718E-1;1,357269651E0
1,555435100E1;-9,398603439E-1;-9,087941051E-1;-5,753148794E-1;1,428366690E0
1,556441800E1;-1,232463002E0;-8,295912743E-1;-5,119829178E-1;1,571404863E0
1,557448400E1;-1,550733805E0;-7,558765411E-1;-3,934829235E-1;1,769450053E0
1,558455100E1;-1,732935309E0;-6,699477434E-1;-3,508932889E-1;1,890772558E0
1,559461800E1;-1,733304143E0;-5,304564238E-1;-4,338659346E-1;1,863858074E0
1,560468500E1;-1,580234408E0;-3,224346042E-1;-5,161469579E-1;1,693373125E0
1,561475200E1;-1,394469619E0;-2,191593349E-1;-5,843350887E-1;1,527751232E0
1,562481900E1;-1,269701123E0;-3,190676868E-1;-6,246308088E-1;1,450554645E0
1,563488600E1;-1,240566969E0;-5,070682168E-1;-5,632745028E-1;1,453754706E0
1,564495200E1;-1,305093408E0;-6,477479339E-1;-4,411272407E-1;1,522313841E0
1,565501900E1;-1,378264189E0;-7,085734606E-1;-2,214185894E-1;1,565475875E0
1,566508600E1;-1,468882203E0;-7,874308228E-1;-2,299609408E-2;1,666790643E0
1,567515300E1;-1,577372670E0;-9,584193826E-1;2,617012151E-2;1,845902795E0
1,568522000E1;-1,640262365E0;-1,157927275E0;-4,098264128E-2;2,008217064E0
1,569528700E1;-1,661934733E0;-1,251350403E0;-1,380439550E-1;2,084936695E0
1,570535400E1;-1,643959165E0;-1,247312784E0;-2,410271317E-1;2,077615218E0
1,571542000E1;-1,632681370E0;-1,148319602E0;-3,695496619E-1;2,029988501E0
1,572548700E1;-1,631436229E0;-1,006760478E0;-4,686082900E-1;1,973510719E0
1,573555400E1;-1,613570213E0;-9,173477888E-1;-4,696823359E-1;1,914611526E0
1,574562100E1;-1,595657349E0;-8,835908771E-1;-3,828084767E-1;1,863705326E0
1,575568800E1;-1,578982949E0;-8,696617484E-1;-2,766261101E-1;1,823738116E0
